sheet,invoice,amount_minor,lines,date,customer,country
Year 2010-2011,550338,8465,4,2011-04-17 15:33:00,12413,France
Year 2010-2011,550339,33895,19,2011-04-17 15:40:00,17697,United Kingdom
Year 2010-2011,550340,7142,5,2011-04-17 15:53:00,13695,United Kingdom
Year 2010-2011,550341,36536,19,2011-04-17 15:53:00,13018,United Kingdom
Year 2010-2011,550342,39167,25,2011-04-17 15:55:00,13018,United Kingdom
Year 2010-2011,550343,17460,5,2011-04-17 15:56:00,12971,United Kingdom
Year 2010-2011,550344,294912,14,2011-04-18 09:00:00,12754,Japan
Year 2010-2011,550345,5100,1,2011-04-18 09:06:00,15304,United Kingdom
Year 2010-2011,550346,30820,14,2011-04-18 09:31:00,16639,United Kingdom
Year 2010-2011,550347,28294,17,2011-04-18 09:33:00,14227,United Kingdom
Year 2010-2011,550348,40648,21,2011-04-18 09:38:00,16947,United Kingdom
Year 2010-2011,550350,83797,46,2011-04-18 10:04:00,15491,United Kingdom
Year 2010-2011,550351,18448,14,2011-04-18 10:20:00,15491,United Kingdom
Year 2010-2011,550352,22572,28,2011-04-18 10:21:00,16719,United Kingdom
Year 2010-2011,550354,22275,1,2011-04-18 10:28:00,13811,Germany
Year 2010-2011,550357,15185,5,2011-04-18 10:35:00,16617,United Kingdom
Year 2010-2011,550359,36648,55,2011-04-18 10:41:00,17841,United Kingdom
Year 2010-2011,550360,39483,36,2011-04-18 10:55:00,14978,United Kingdom
Year 2010-2011,550361,84024,20,2011-04-18 11:10:00,13082,United Kingdom
Year 2010-2011,550362,63500,12,2011-04-18 11:13:00,13113,United Kingdom
Year 2010-2011,550364,15220,8,2011-04-18 11:29:00,16713,United Kingdom
Year 2010-2011,550377,3400,1,2011-04-18 11:45:00,13082,United Kingdom
Year 2010-2011,550389,21234,43,2011-04-18 11:53:00,17284,United Kingdom
Year 2010-2011,550408,50184,33,2011-04-18 11:59:00,16746,United Kingdom
Year 2010-2011,550437,19233,22,2011-04-18 12:14:00,16923,United Kingdom
Year 2010-2011,550438,71224,42,2011-04-18 12:16:00,15265,United Kingdom
Year 2010-2011,550439,45825,26,2011-04-18 12:17:00,18231,United Kingdom
Year 2010-2011,550440,26966,12,2011-04-18 12:25:00,12407,Belgium
Year 2010-2011,550446,50934,24,2011-04-18 12:36:00,13871,United Kingdom
Year 2010-2011,550447,39333,52,2011-04-18 12:36:00,16033,United Kingdom
Year 2010-2011,550448,2085,4,2011-04-18 12:42:00,16746,United Kingdom
Year 2010-2011,550449,30405,3,2011-04-18 12:45:00,15199,United Kingdom
Year 2010-2011,550450,9000,1,2011-04-18 12:47:00,15615,United Kingdom
Year 2010-2011,550452,16947,7,2011-04-18 12:56:00,14525,United Kingdom
Year 2010-2011,550453,13080,3,2011-04-18 12:58:00,16226,United Kingdom
Year 2010-2011,550457,123160,14,2011-04-18 13:12:00,13798,United Kingdom
Year 2010-2011,550458,239558,333,2011-04-18 13:13:00,,United Kingdom
Year 2010-2011,550459,18998,48,2011-04-18 13:17:00,18116,United Kingdom
Year 2010-2011,550460,0,1,2011-04-18 13:18:00,,United Kingdom
Year 2010-2011,550461,2153590,5,2011-04-18 13:20:00,15749,United Kingdom
Year 2010-2011,550462,19800,17,2011-04-18 13:22:00,16458,United Kingdom
Year 2010-2011,550464,48425,63,2011-04-18 13:30:00,16550,United Kingdom
Year 2010-2011,550465,12125,4,2011-04-18 13:31:00,16217,United Kingdom
Year 2010-2011,550467,25734,32,2011-04-18 13:36:00,18009,United Kingdom
Year 2010-2011,550468,40516,27,2011-04-18 13:43:00,16700,United Kingdom
Year 2010-2011,550469,17841,31,2011-04-18 13:46:00,16399,United Kingdom
Year 2010-2011,550470,173679,301,2011-04-18 13:49:00,,United Kingdom
Year 2010-2011,550471,159985,243,2011-04-18 13:52:00,,United Kingdom
Year 2010-2011,550473,19268,32,2011-04-18 13:54:00,14623,United Kingdom
Year 2010-2011,550474,162527,249,2011-04-18 13:58:00,,United Kingdom
Year 2010-2011,550476,12204,2,2011-04-18 14:00:00,15769,United Kingdom
Year 2010-2011,550477,68705,92,2011-04-18 14:01:00,17338,United Kingdom
Year 2010-2011,550478,30605,18,2011-04-18 14:01:00,15755,United Kingdom
Year 2010-2011,550479,69533,36,2011-04-18 14:01:00,15625,United Kingdom
Year 2010-2011,550480,19226,27,2011-04-18 14:05:00,13069,United Kingdom
Year 2010-2011,550481,16475,9,2011-04-18 14:08:00,17634,United Kingdom
Year 2010-2011,550483,4240,4,2011-04-18 14:12:00,16033,United Kingdom
Year 2010-2011,550487,20032,11,2011-04-18 14:21:00,18219,United Kingdom
Year 2010-2011,550488,27371,31,2011-04-18 14:27:00,16729,United Kingdom
Year 2010-2011,550490,29830,16,2011-04-18 14:32:00,17054,United Kingdom
Year 2010-2011,550491,1980,1,2011-04-18 14:37:00,16033,United Kingdom
Year 2010-2011,550492,18775,11,2011-04-18 14:44:00,14180,United Kingdom
Year 2010-2011,550493,102661,39,2011-04-18 14:50:00,15311,United Kingdom
Year 2010-2011,550495,20288,14,2011-04-18 15:00:00,13769,United Kingdom
Year 2010-2011,550496,177909,192,2011-04-18 15:05:00,,United Kingdom
Year 2010-2011,550497,40800,2,2011-04-18 15:08:00,18064,United Kingdom
Year 2010-2011,550498,9945,15,2011-04-18 15:14:00,14692,United Kingdom
Year 2010-2011,550499,119141,164,2011-04-18 15:16:00,,United Kingdom
Year 2010-2011,550500,198463,234,2011-04-18 15:26:00,,United Kingdom
Year 2010-2011,550501,0,1,2011-04-18 15:28:00,,United Kingdom
Year 2010-2011,550502,0,1,2011-04-18 15:29:00,,United Kingdom
Year 2010-2011,550503,31142,18,2011-04-18 15:31:00,15508,United Kingdom
Year 2010-2011,550504,27445,14,2011-04-18 15:43:00,16654,United Kingdom
Year 2010-2011,550512,39190,109,2011-04-18 16:31:00,18069,United Kingdom
Year 2010-2011,550513,37956,38,2011-04-18 16:37:00,16928,United Kingdom
Year 2010-2011,550514,32058,13,2011-04-18 16:49:00,14631,United Kingdom
Year 2010-2011,550515,21707,56,2011-04-18 17:29:00,14502,United Kingdom
Year 2010-2011,550516,8955,1,2011-04-18 17:32:00,14502,United Kingdom
Year 2010-2011,550517,61402,29,2011-04-19 08:17:00,14352,United Kingdom
Year 2010-2011,550518,36065,21,2011-04-19 08:55:00,16628,United Kingdom
Year 2010-2011,550519,51628,30,2011-04-19 09:31:00,13141,United Kingdom
Year 2010-2011,550520,30956,22,2011-04-19 09:43:00,16170,United Kingdom
Year 2010-2011,550521,42464,23,2011-04-19 09:49:00,13647,United Kingdom
Year 2010-2011,550522,42957,34,2011-04-19 10:04:00,12947,United Kingdom
Year 2010-2011,550523,26791,15,2011-04-19 10:08:00,15594,United Kingdom
Year 2010-2011,550524,38520,4,2011-04-19 10:08:00,16422,United Kingdom
Year 2010-2011,550525,48027,27,2011-04-19 10:19:00,14672,United Kingdom
Year 2010-2011,550526,34749,20,2011-04-19 10:40:00,14309,United Kingdom
Year 2010-2011,550527,141167,51,2011-04-19 10:48:00,12476,Germany
Year 2010-2011,550528,18887,10,2011-04-19 10:49:00,17663,United Kingdom
Year 2010-2011,550531,3540,1,2011-04-19 10:59:00,13199,United Kingdom
Year 2010-2011,550532,11714,35,2011-04-19 11:02:00,14606,United Kingdom
Year 2010-2011,550535,15560,9,2011-04-19 11:19:00,14211,United Kingdom
Year 2010-2011,550539,14435,8,2011-04-19 11:27:00,13479,United Kingdom
Year 2010-2011,550541,140793,168,2011-04-19 11:33:00,,United Kingdom
Year 2010-2011,550542,173956,172,2011-04-19 11:37:00,,United Kingdom
Year 2010-2011,550560,14220,8,2011-04-19 11:46:00,14242,United Kingdom
Year 2010-2011,550579,31948,19,2011-04-19 11:52:00,13266,United Kingdom
Year 2010-2011,550606,25504,8,2011-04-19 12:08:00,12594,Italy
Year 2010-2011,550607,23222,23,2011-04-19 12:17:00,16919,United Kingdom
Year 2010-2011,550608,97020,1,2011-04-19 12:19:00,12901,United Kingdom
Year 2010-2011,550610,8955,1,2011-04-19 12:22:00,14502,United Kingdom
Year 2010-2011,550612,15530,21,2011-04-19 12:26:00,14662,United Kingdom
Year 2010-2011,550613,76700,21,2011-04-19 12:26:00,16180,United Kingdom
Year 2010-2011,550615,29392,23,2011-04-19 12:41:00,16730,United Kingdom
Year 2010-2011,550616,35478,13,2011-04-19 12:59:00,15140,United Kingdom
Year 2010-2011,550617,37600,21,2011-04-19 13:03:00,13376,United Kingdom
Year 2010-2011,550618,36762,21,2011-04-19 13:09:00,14156,EIRE
Year 2010-2011,550619,15030,7,2011-04-19 13:21:00,15717,United Kingdom
Year 2010-2011,550620,77725,22,2011-04-19 13:39:00,12585,Germany
Year 2010-2011,550621,17101,47,2011-04-19 13:41:00,13263,United Kingdom
Year 2010-2011,550622,93515,59,2011-04-19 13:49:00,13735,United Kingdom
Year 2010-2011,550623,13290,6,2011-04-19 13:56:00,13719,United Kingdom
Year 2010-2011,550624,10904,7,2011-04-19 13:57:00,14201,United Kingdom
Year 2010-2011,550625,42568,7,2011-04-19 14:02:00,12619,Germany
Year 2010-2011,550626,18508,32,2011-04-19 14:23:00,13184,United Kingdom
Year 2010-2011,550627,44752,26,2011-04-19 14:36:00,16633,United Kingdom
Year 2010-2011,550628,10119,8,2011-04-19 14:37:00,13101,United Kingdom
Year 2010-2011,550629,16936,9,2011-04-19 14:48:00,13782,United Kingdom
Year 2010-2011,550630,150767,65,2011-04-19 14:49:00,14298,United Kingdom
Year 2010-2011,550631,40940,23,2011-04-19 14:51:00,15225,United Kingdom
Year 2010-2011,550632,15130,35,2011-04-19 14:56:00,16907,United Kingdom
Year 2010-2011,550633,30009,45,2011-04-19 14:57:00,17449,United Kingdom
Year 2010-2011,550634,2730,2,2011-04-19 15:02:00,14298,United Kingdom
Year 2010-2011,550635,42336,6,2011-04-19 15:20:00,18173,United Kingdom
Year 2010-2011,550636,109839,173,2011-04-19 15:37:00,,United Kingdom
Year 2010-2011,550637,39714,55,2011-04-19 15:39:00,14415,United Kingdom
Year 2010-2011,550638,121552,151,2011-04-19 15:44:00,,United Kingdom
Year 2010-2011,550639,31451,29,2011-04-19 15:46:00,14152,United Kingdom
Year 2010-2011,550640,715,2,2011-04-19 15:51:00,,United Kingdom
Year 2010-2011,550641,1711,9,2011-04-19 15:53:00,,United Kingdom
Year 2010-2011,550643,3596,7,2011-04-19 16:14:00,18116,United Kingdom
Year 2010-2011,550644,38395,22,2011-04-19 16:19:00,12733,USA
Year 2010-2011,550645,15790,7,2011-04-19 16:30:00,16098,United Kingdom
Year 2010-2011,550649,2550,1,2011-04-19 16:37:00,13134,United Kingdom
Year 2010-2011,550651,48905,130,2011-04-19 16:52:00,15436,United Kingdom
Year 2010-2011,550655,11350,9,2011-04-19 17:19:00,17217,United Kingdom
Year 2010-2011,550656,40994,23,2011-04-20 08:07:00,17652,United Kingdom
Year 2010-2011,550657,30256,4,2011-04-20 08:24:00,18198,United Kingdom
Year 2010-2011,550658,42624,3,2011-04-20 09:01:00,13576,United Kingdom
Year 2010-2011,550659,34717,19,2011-04-20 09:02:00,17730,United Kingdom
Year 2010-2011,550660,6750,1,2011-04-20 09:03:00,15179,United Kingdom
Year 2010-2011,550661,54120,18,2011-04-20 09:20:00,12656,France
Year 2010-2011,550662,54426,27,2011-04-20 09:29:00,15078,United Kingdom
Year 2010-2011,550663,3600,2,2011-04-20 09:30:00,15078,United Kingdom
Year 2010-2011,550665,41760,14,2011-04-20 09:31:00,12530,Germany
Year 2010-2011,550666,46919,23,2011-04-20 09:35:00,17719,United Kingdom
Year 2010-2011,550667,201600,6,2011-04-20 09:48:00,13027,United Kingdom
Year 2010-2011,550669,10200,1,2011-04-20 10:04:00,16837,United Kingdom
Year 2010-2011,550670,11298,9,2011-04-20 10:04:00,17734,United Kingdom
Year 2010-2011,550671,17900,1,2011-04-20 10:10:00,12457,Switzerland
Year 2010-2011,550673,37900,9,2011-04-20 10:28:00,12971,United Kingdom
Year 2010-2011,550674,24480,2,2011-04-20 10:29:00,12971,United Kingdom
Year 2010-2011,550675,26770,12,2011-04-20 10:39:00,15260,United Kingdom
Year 2010-2011,550701,30855,9,2011-04-20 10:48:00,14905,United Kingdom
Year 2010-2011,550710,310864,9,2011-04-20 11:05:00,17450,United Kingdom
Year 2010-2011,550711,119696,3,2011-04-20 11:06:00,18102,United Kingdom
Year 2010-2011,550712,85070,40,2011-04-20 11:06:00,15159,United Kingdom
Year 2010-2011,550713,1250,1,2011-04-20 11:11:00,15159,United Kingdom
Year 2010-2011,550714,47820,19,2011-04-20 11:12:00,15249,United Kingdom
Year 2010-2011,550723,11543,18,2011-04-20 11:19:00,17454,United Kingdom
Year 2010-2011,550740,295152,79,2011-04-20 11:33:00,,United Kingdom
Year 2010-2011,550750,35145,19,2011-04-20 11:45:00,13632,United Kingdom
Year 2010-2011,550753,0,1,2011-04-20 11:53:00,,United Kingdom
Year 2010-2011,550754,59700,2,2011-04-20 11:57:00,15465,United Kingdom
Year 2010-2011,550755,10330,5,2011-04-20 12:01:00,17548,United Kingdom
Year 2010-2011,550756,15720,3,2011-04-20 12:02:00,14148,United Kingdom
Year 2010-2011,550757,0,1,2011-04-20 12:08:00,,United Kingdom
Year 2010-2011,550758,0,1,2011-04-20 12:09:00,,United Kingdom
Year 2010-2011,550759,0,1,2011-04-20 12:09:00,,United Kingdom
Year 2010-2011,550760,0,1,2011-04-20 12:09:00,,United Kingdom
Year 2010-2011,550761,0,1,2011-04-20 12:10:00,,United Kingdom
Year 2010-2011,550762,0,1,2011-04-20 12:10:00,,United Kingdom
Year 2010-2011,550763,0,1,2011-04-20 12:11:00,,United Kingdom
Year 2010-2011,550764,10315,12,2011-04-20 12:26:00,14527,United Kingdom
Year 2010-2011,550765,20446,10,2011-04-20 12:28:00,16103,United Kingdom
Year 2010-2011,550766,23425,14,2011-04-20 12:30:00,17463,United Kingdom
Year 2010-2011,550767,30168,17,2011-04-20 12:32:00,14776,United Kingdom
Year 2010-2011,550768,71264,25,2011-04-20 12:44:00,15039,United Kingdom
Year 2010-2011,550769,21219,8,2011-04-20 12:56:00,15984,United Kingdom
Year 2010-2011,550772,7470,2,2011-04-20 13:13:00,17856,United Kingdom
Year 2010-2011,550773,39579,20,2011-04-20 13:15:00,17567,United Kingdom
Year 2010-2011,550774,58690,29,2011-04-20 13:18:00,14626,United Kingdom
Year 2010-2011,550775,105256,53,2011-04-20 13:18:00,15805,United Kingdom
Year 2010-2011,550776,14085,9,2011-04-20 13:19:00,15805,United Kingdom
Year 2010-2011,550777,30716,24,2011-04-20 13:35:00,16558,United Kingdom
Year 2010-2011,550778,43933,24,2011-04-20 13:36:00,14868,United Kingdom
Year 2010-2011,550779,146614,16,2011-04-20 13:36:00,17511,United Kingdom
Year 2010-2011,550781,46094,19,2011-04-20 13:43:00,13097,United Kingdom
Year 2010-2011,550782,23290,2,2011-04-20 13:55:00,18246,United Kingdom
Year 2010-2011,550783,45424,23,2011-04-20 13:58:00,13485,United Kingdom
Year 2010-2011,550784,37068,21,2011-04-20 13:59:00,13269,United Kingdom
Year 2010-2011,550785,26703,27,2011-04-20 14:02:00,15517,United Kingdom
Year 2010-2011,550786,6000,1,2011-04-20 14:06:00,16672,United Kingdom
Year 2010-2011,550796,12841,19,2011-04-20 14:38:00,17211,United Kingdom
Year 2010-2011,550797,5472,4,2011-04-20 14:40:00,12901,United Kingdom
Year 2010-2011,550798,29040,6,2011-04-20 14:41:00,15290,United Kingdom
Year 2010-2011,550799,31002,18,2011-04-20 14:46:00,17115,United Kingdom
Year 2010-2011,550800,0,1,2011-04-20 14:48:00,,United Kingdom
Year 2010-2011,550801,21250,3,2011-04-20 15:04:00,17402,United Kingdom
Year 2010-2011,550802,30746,18,2011-04-20 15:21:00,17120,United Kingdom
Year 2010-2011,550803,22505,21,2011-04-20 15:25:00,18177,United Kingdom
Year 2010-2011,550804,32924,19,2011-04-20 15:32:00,16676,United Kingdom
Year 2010-2011,550805,54843,22,2011-04-20 15:38:00,13162,United Kingdom
Year 2010-2011,550806,26868,17,2011-04-20 15:44:00,14334,United Kingdom
Year 2010-2011,550811,11910,5,2011-04-20 16:04:00,16011,United Kingdom
Year 2010-2011,550815,0,1,2011-04-20 16:42:00,,United Kingdom
Year 2010-2011,550817,13203,17,2011-04-20 17:00:00,17946,United Kingdom
Year 2010-2011,550818,14149,13,2011-04-20 17:10:00,15912,United Kingdom
Year 2010-2011,550819,43076,71,2011-04-20 17:37:00,17530,United Kingdom
Year 2010-2011,550820,34158,18,2011-04-21 08:43:00,13148,United Kingdom
Year 2010-2011,550821,7350,23,2011-04-21 08:54:00,12506,France
Year 2010-2011,550822,100790,15,2011-04-21 09:26:00,14001,United Kingdom
Year 2010-2011,550823,221005,26,2011-04-21 09:36:00,16133,United Kingdom
Year 2010-2011,550824,825,1,2011-04-21 10:00:00,18177,United Kingdom
Year 2010-2011,550826,28476,14,2011-04-21 10:12:00,17158,United Kingdom
Year 2010-2011,550827,63305,22,2011-04-21 10:16:00,12670,France
Year 2010-2011,550828,11070,12,2011-04-21 10:19:00,17315,United Kingdom
Year 2010-2011,550829,29320,50,2011-04-21 10:19:00,17841,United Kingdom
Year 2010-2011,550830,17415,10,2011-04-21 10:29:00,13534,United Kingdom
Year 2010-2011,550831,17120,10,2011-04-21 10:29:00,13534,United Kingdom
Year 2010-2011,550832,39720,10,2011-04-21 10:31:00,17588,United Kingdom
Year 2010-2011,550833,2475,3,2011-04-21 10:48:00,15860,United Kingdom
Year 2010-2011,550834,16202,25,2011-04-21 10:51:00,14730,United Kingdom
Year 2010-2011,550835,79197,81,2011-04-21 10:52:00,15034,United Kingdom
Year 2010-2011,550836,57225,35,2011-04-21 10:55:00,14759,United Kingdom
Year 2010-2011,550837,19975,16,2011-04-21 11:03:00,15034,United Kingdom
Year 2010-2011,550838,12111,24,2011-04-21 11:31:00,14577,United Kingdom
Year 2010-2011,550885,33500,19,2011-04-21 11:59:00,16185,United Kingdom
Year 2010-2011,550890,52650,30,2011-04-21 12:00:00,14711,United Kingdom
Year 2010-2011,550898,1375,3,2011-04-21 12:07:00,,United Kingdom
Year 2010-2011,550899,100969,54,2011-04-21 12:07:00,13505,Switzerland
Year 2010-2011,550900,68238,18,2011-04-21 12:11:00,16553,United Kingdom
Year 2010-2011,550901,25789,18,2011-04-21 12:12:00,13389,United Kingdom
Year 2010-2011,550906,136816,59,2011-04-21 12:34:00,14298,United Kingdom
Year 2010-2011,550907,30650,2,2011-04-21 12:35:00,13798,United Kingdom
Year 2010-2011,550908,0,1,2011-04-21 12:39:00,,United Kingdom
Year 2010-2011,550911,107940,58,2011-04-21 13:11:00,12354,Spain
Year 2010-2011,550912,31365,14,2011-04-21 13:17:00,13267,United Kingdom
Year 2010-2011,550913,30255,21,2011-04-21 13:22:00,17631,United Kingdom
Year 2010-2011,550914,170150,28,2011-04-21 13:29:00,17061,United Kingdom
Year 2010-2011,550915,13359,30,2011-04-21 13:30:00,13263,United Kingdom
Year 2010-2011,550916,13935,6,2011-04-21 13:39:00,17718,United Kingdom
Year 2010-2011,550917,72144,4,2011-04-21 13:40:00,17381,United Kingdom
Year 2010-2011,550918,33550,19,2011-04-21 14:03:00,17630,United Kingdom
Year 2010-2011,550919,1950,1,2011-04-21 14:06:00,14735,United Kingdom
Year 2010-2011,550920,11010,3,2011-04-21 14:07:00,14735,United Kingdom
Year 2010-2011,550921,59782,35,2011-04-21 14:21:00,14770,United Kingdom
Year 2010-2011,550922,0,1,2011-04-21 14:29:00,,United Kingdom
Year 2010-2011,550923,14745,4,2011-04-21 14:30:00,13748,United Kingdom
Year 2010-2011,550924,64200,4,2011-04-21 14:33:00,12664,Finland
Year 2010-2011,550925,23725,13,2011-04-21 14:37:00,17061,United Kingdom
Year 2010-2011,550926,0,1,2011-04-21 14:39:00,,United Kingdom
Year 2010-2011,550927,0,1,2011-04-21 14:40:00,,United Kingdom
Year 2010-2011,550928,0,1,2011-04-21 14:41:00,,United Kingdom
Year 2010-2011,550929,0,1,2011-04-21 14:41:00,,United Kingdom
Year 2010-2011,550930,0,1,2011-04-21 14:41:00,,United Kingdom
Year 2010-2011,550931,500,2,2011-04-21 14:59:00,,United Kingdom
Year 2010-2011,550934,41500,1,2011-04-21 15:15:00,16163,United Kingdom
Year 2010-2011,550936,20700,6,2011-04-21 15:15:00,13495,United Kingdom
Year 2010-2011,550937,10080,1,2011-04-21 15:16:00,13223,United Kingdom
Year 2010-2011,550938,23268,13,2011-04-21 15:16:00,16019,United Kingdom
Year 2010-2011,550939,38569,19,2011-04-21 15:25:00,16146,United Kingdom
Year 2010-2011,550940,61500,1,2011-04-21 15:26:00,18008,United Kingdom
Year 2010-2011,550941,40064,47,2011-04-21 15:46:00,17109,United Kingdom
Year 2010-2011,550942,22515,13,2011-04-21 15:51:00,16587,United Kingdom
Year 2010-2011,550943,0,1,2011-04-21 15:51:00,,United Kingdom
Year 2010-2011,550944,6395,6,2011-04-21 15:51:00,17109,United Kingdom
Year 2010-2011,550945,0,1,2011-04-21 15:52:00,,United Kingdom
Year 2010-2011,550946,20250,12,2011-04-21 15:52:00,12708,Germany
Year 2010-2011,550947,0,1,2011-04-21 15:55:00,,United Kingdom
Year 2010-2011,550948,0,1,2011-04-21 15:56:00,,United Kingdom
Year 2010-2011,550949,897,4,2011-04-21 16:01:00,17961,United Kingdom
Year 2010-2011,550950,0,1,2011-04-21 16:14:00,,United Kingdom
Year 2010-2011,550951,0,1,2011-04-21 16:15:00,,United Kingdom
Year 2010-2011,550952,0,1,2011-04-21 16:16:00,,United Kingdom
Year 2010-2011,550953,195326,188,2011-04-21 16:17:00,,United Kingdom
Year 2010-2011,550954,0,1,2011-04-21 16:18:00,,United Kingdom
Year 2010-2011,550955,31878,20,2011-04-21 16:26:00,14189,United Kingdom
Year 2010-2011,550956,24531,39,2011-04-21 16:37:00,17179,United Kingdom
Year 2010-2011,550957,11768,56,2011-04-21 16:37:00,18283,United Kingdom
Year 2010-2011,550958,25223,15,2011-04-21 16:37:00,15281,United Kingdom
Year 2010-2011,550960,18010,11,2011-04-21 16:39:00,12622,Germany
Year 2010-2011,550963,2370,4,2011-04-21 16:46:00,,United Kingdom
Year 2010-2011,550964,50490,16,2011-04-21 16:48:00,15856,United Kingdom
Year 2010-2011,550965,11870,10,2011-04-21 16:53:00,16750,United Kingdom
Year 2010-2011,550967,4740,3,2011-04-21 16:58:00,12971,United Kingdom
Year 2010-2011,550968,72778,40,2011-04-21 16:59:00,14961,United Kingdom
Year 2010-2011,550970,0,1,2011-04-21 17:02:00,,United Kingdom
Year 2010-2011,550971,18464,11,2011-04-21 17:03:00,13482,United Kingdom
Year 2010-2011,550972,9963,22,2011-04-21 17:05:00,14031,United Kingdom
Year 2010-2011,550973,87579,16,2011-04-21 17:06:00,14031,United Kingdom
Year 2010-2011,550974,17346,11,2011-04-21 17:10:00,13862,United Kingdom
Year 2010-2011,550975,0,1,2011-04-21 17:28:00,,United Kingdom
Year 2010-2011,550976,0,1,2011-04-21 17:28:00,,United Kingdom
Year 2010-2011,550977,0,1,2011-04-21 17:29:00,,United Kingdom
Year 2010-2011,550978,30543,18,2011-04-21 17:31:00,13983,United Kingdom
Year 2010-2011,550979,0,1,2011-04-21 17:31:00,,United Kingdom
Year 2010-2011,550980,0,1,2011-04-21 17:31:00,,United Kingdom
Year 2010-2011,550981,0,1,2011-04-21 17:32:00,,United Kingdom
Year 2010-2011,550982,0,1,2011-04-21 17:33:00,,United Kingdom
Year 2010-2011,550983,0,1,2011-04-21 17:34:00,,United Kingdom
Year 2010-2011,550984,0,1,2011-04-21 17:35:00,,United Kingdom
Year 2010-2011,550985,0,1,2011-04-21 17:40:00,,United Kingdom
Year 2010-2011,550986,165497,153,2011-04-21 18:06:00,,United Kingdom
Year 2010-2011,550987,116048,160,2011-04-21 18:10:00,,United Kingdom
Year 2010-2011,550988,30900,19,2011-04-21 18:10:00,14231,United Kingdom
Year 2010-2011,550989,25569,29,2011-04-21 18:22:00,13969,United Kingdom
Year 2010-2011,550990,44760,4,2011-04-21 18:31:00,16553,United Kingdom
Year 2010-2011,550991,15384,3,2011-04-21 18:59:00,14060,United Kingdom
Year 2010-2011,550992,12632,14,2011-04-21 19:05:00,14512,United Kingdom
Year 2010-2011,550993,47680,32,2011-04-21 19:51:00,15810,United Kingdom
Year 2010-2011,550994,48140,37,2011-04-21 19:55:00,14562,United Kingdom
Year 2010-2011,550995,45160,17,2011-04-26 08:33:00,16722,United Kingdom
Year 2010-2011,550996,31492,8,2011-04-26 08:57:00,16681,United Kingdom
Year 2010-2011,550997,48801,32,2011-04-26 09:04:00,17735,United Kingdom
Year 2010-2011,550998,24280,5,2011-04-26 09:12:00,12414,Austria
Year 2010-2011,550999,20570,11,2011-04-26 09:12:00,17670,United Kingdom
Year 2010-2011,551000,15920,7,2011-04-26 09:15:00,18172,United Kingdom
Year 2010-2011,551001,56450,6,2011-04-26 09:31:00,13408,United Kingdom
Year 2010-2011,551002,41346,24,2011-04-26 09:37:00,16834,United Kingdom
Year 2010-2011,551003,33993,23,2011-04-26 09:44:00,16456,United Kingdom
Year 2010-2011,551004,65205,57,2011-04-26 09:48:00,,United Kingdom
Year 2010-2011,551005,67454,55,2011-04-26 09:48:00,,United Kingdom
Year 2010-2011,551006,56104,42,2011-04-26 09:48:00,,United Kingdom
Year 2010-2011,551007,56277,36,2011-04-26 09:49:00,,United Kingdom
Year 2010-2011,551008,52138,39,2011-04-26 09:50:00,,United Kingdom
Year 2010-2011,551009,106519,67,2011-04-26 09:50:00,,United Kingdom
Year 2010-2011,551010,53505,47,2011-04-26 09:52:00,,United Kingdom
Year 2010-2011,551011,18705,4,2011-04-26 10:23:00,17090,United Kingdom
Year 2010-2011,551012,303622,72,2011-04-26 10:32:00,,United Kingdom
Year 2010-2011,551013,19140,11,2011-04-26 10:54:00,15108,European Community
Year 2010-2011,551014,193224,127,2011-04-26 11:04:00,13209,United Kingdom
Year 2010-2011,551016,76585,28,2011-04-26 11:09:00,17975,United Kingdom
Year 2010-2011,551019,0,1,2011-04-26 11:19:00,,United Kingdom
Year 2010-2011,551020,0,1,2011-04-26 11:19:00,,United Kingdom
Year 2010-2011,551021,32640,1,2011-04-26 11:25:00,13798,United Kingdom
Year 2010-2011,551028,30873,19,2011-04-26 11:30:00,13842,United Kingdom
Year 2010-2011,551033,35426,20,2011-04-26 11:32:00,15039,United Kingdom
Year 2010-2011,551035,63274,24,2011-04-26 11:34:00,15065,United Kingdom
Year 2010-2011,551054,43798,21,2011-04-26 11:44:00,12429,Austria
Year 2010-2011,551055,48036,10,2011-04-26 11:51:00,15903,United Kingdom
Year 2010-2011,551056,28537,56,2011-04-26 11:51:00,16442,United Kingdom
Year 2010-2011,551057,28504,41,2011-04-26 11:59:00,16942,United Kingdom
Year 2010-2011,551058,11052,31,2011-04-26 12:07:00,14606,United Kingdom
Year 2010-2011,551059,36003,24,2011-04-26 12:08:00,13668,United Kingdom
Year 2010-2011,551060,210,1,2011-04-26 12:12:00,16356,United Kingdom
Year 2010-2011,551062,88440,6,2011-04-26 12:16:00,18092,United Kingdom
Year 2010-2011,551085,53597,23,2011-04-26 12:29:00,14854,United Kingdom
Year 2010-2011,551088,41345,24,2011-04-26 12:31:00,14640,United Kingdom
Year 2010-2011,551124,29190,10,2011-04-26 12:47:00,15738,United Kingdom
Year 2010-2011,551125,34833,17,2011-04-26 12:47:00,17277,United Kingdom
Year 2010-2011,551126,0,1,2011-04-26 12:47:00,,United Kingdom
Year 2010-2011,551133,70860,5,2011-04-26 13:00:00,16656,United Kingdom
Year 2010-2011,551134,60473,44,2011-04-26 13:02:00,16729,United Kingdom
